isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description
9780060931674,0060931671,The Crying of Lot 49,Thomas Pynchon,Fiction,"After learning that she is the executor of her ex-lover's will, Oedipa Maas starts a strange journey through Southern California in the 1960s.",http://books.google.com/books/content?id=vp2Sv9KO1VUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,152.0,learning executor exlovers oedipa maas start strange journey southern california
9780060931803,0060931809,The Map That Changed the World,Simon Winchester;Soun Vannithone,Biography & Autobiography,"An enthralling glimpse into the life of William Smith, a nineteenth-century engineer who became the founding father of modern geology, explores his creation of a lavish map detailing his discovery that rocks are comprised of many different layers amidst the backdrop of his wife's madness and debtors prison. By the author of The Professor and the Madman. Reprint.",http://books.google.com/books/content?id=W523pFmahJQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,352.0,enthralling glimpse life william smith nineteenthcentury engineer became founding father modern geology explores creation lavish map detailing discovery rock comprised many different layer amidst backdrop wife madness debtor prison author professor madman reprint
9780060931957,0060931957,The Odyssey of Homer,Homer,Fiction,The most eloquent translation of Homer's Odyssey into modern English.,http://books.google.com/books/content?id=kNbrSH8Lbz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,374.0,eloquent translation homer odyssey modern english
9780060932664,006093266X,Collected Novellas,Gabriel Garcia Marquez,Fiction,"Renowned as a master of magical realism, Gabriel Garcia Marquez has long delighted readers around the world with his exquisitely crafted prose. Brimming with unforgettable characters and set in exotic locales, his fiction transports readers to a world that is at once fanciful, haunting, and real. Leaf Storm, Gabriel Garcia Marquez's first novella, introduces the mythical village of Macondo, a desolate town beset by torrents of rain, where a man must fulfill a promise made years earlier. No One Writes to the Colonel is a novella of life in a decaying tropical town in Colombia with an unforgettable central character. Chronicle of a Death Foretold is a dark and profound story of three people joined together in a fatal act of violence.",http://books.google.com/books/content?id=JRcVuuSBh5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,288.0,renowned master magical realism gabriel garcia marquez long delighted reader around world exquisitely crafted prose brimming unforgettable character set exotic locale fiction transport reader world fanciful haunting real leaf storm gabriel garcia marquezs first novella introduces mythical village macondo desolate town beset torrent rain man must fulfill promise made year earlier one writes colonel novella life decaying tropical town colombia unforgettable central character chronicle death foretold dark profound story three people joined together fatal act violence
9780060932688,0060932686,Collected Stories,Gabriel Garcia Marquez,Fiction,"Collected here are twenty-six of Gabriel Garcia Marquez's most brilliant and enchanting short stories, presented in the chronological order of their publication in Spanish from three volumes: Eyes of a Blue Dog,Big Mama's Funeral, and The Incredible and Sad Tale of lnnocent Eréndira and Her Heartless Grandmother. Combining mysticism, history, and humor, the stories in this collection span more than two decades, illuminating the development of Marquez's prose and exhibiting the themes of family, poverty, and death that resound throughout his fiction.",http://books.google.com/books/content?id=DksnCgBzb3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,352.0,collected twentysix gabriel garcia marquezs brilliant enchanting short story presented chronological order publication spanish three volume eye blue dogbig mama funeral incredible sad tale lnnocent erndira heartless grandmother combining mysticism history humor story collection span two decade illuminating development marquezs prose exhibiting theme family poverty death resound throughout fiction
9780060933524,0060933526,A Mulligan for Bobby Jobe,Robert Cullen,Fiction,"Bobby Jobe is a pro golfer whose swing is better than his attitude. When he bogies the last four holes and blows his lead in a major tournament -- again -- he berates his caddy, Henry ""Greyhound"" Mote. Jobe loses both Greyhound, who walks off the course, and the game. And before the day is out, he'll lose his eyesight to a lightning strike and his future in golf -- unless he can do what no one has ever done blind: make a comeback. Bob Cullen's funny and wise story, full of PGA lore, perfectly captures the mysterious and irresistible nature of the game of golf, not to mention, love, friendship, and life.",http://books.google.com/books/content?id=6XAkcx5J6w4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31,400.0,bobby jobe pro golfer whose swing better attitude bogy last four hole blow lead major tournament berates caddy henry greyhound mote jobe loses greyhound walk course game day hell lose eyesight lightning strike future golf unless one ever done blind make comeback bob cullens funny wise story full pga lore perfectly capture mysterious irresistible nature game golf mention love friendship life
9780060934439,0060934433,In the Footsteps of Mr. Kurtz,Michela Wrong,History,"Known as ""the Leopard,"" the president of Zaire for thirty-two years, Mobutu Sese Seko, showed all the cunning of his namesake -- seducing Western powers, buying up the opposition, and dominating his people with a devastating combination of brutality and charm. While the population was pauperized, he plundered the country's copper and diamond resources, downing pink champagne in his jungle palace like some modern-day reincarnation of Joseph Conrad's crazed station manager. Michela Wrong, a correspondent who witnessed Mobutu's last days, traces the rise and fall of the idealistic young journalist who became the stereotype of an African despot. Engrossing, highly readable, and as funny as it is tragic, In the Footsteps of Mr. Kurtz assesses the acts of the villains and the heroes in this fascinating story of the Democratic Republic of Congo.",http://books.google.com/books/content?id=etTVmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,338.0,known leopard president zaire thirtytwo year mobutu sese seko showed cunning namesake seducing western power buying opposition dominating people devastating combination brutality charm population pauperized plundered country copper diamond resource downing pink champagne jungle palace like modernday reincarnation joseph conrad crazed station manager michela wrong correspondent witnessed mobutus last day trace rise fall idealistic young journalist became stereotype african despot engrossing highly readable funny tragic footstep mr kurtz assesses act villain hero fascinating story democratic republic congo
9780060934545,0060934549,Every Tongue Got to Confess,Zora Neale Hurston,Literary Criticism,"Every Tongue Got to Confess is an extensive volume of African American folklore that Zora Neale Hurston collected on her travels through the Gulf States in the late 1920s. The bittersweet and often hilarious tales -- which range from longer narratives about God, the Devil, white folk, and mistaken identity to witty one-liners -- reveal attitudes about faith, love, family, slavery, race, and community. Together, this collection of nearly 500 folktales weaves a vibrant tapestry that celebrates African American life in the rural South and represents a major part of Zora Neale Hurston's literary legacy.",http://books.google.com/books/content?id=85HAlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,320.0,every tongue got confess extensive volume african american folklore zora neale hurston collected travel gulf state late bittersweet often hilarious tale range longer narrative god devil white folk mistaken identity witty oneliners reveal attitude faith love family slavery race community together collection nearly folktale weave vibrant tapestry celebrates african american life rural south represents major part zora neale hurstons literary legacy
9780060934910,0060934913,Kitchen Confidential,Anthony Bourdain,Biography & Autobiography,A New York City chef and author of Gone Bamboo recounts his,http://books.google.com/books/content?id=ehIM1VKYSWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,302.0,new york city chef author gone bamboo recount
9780060935559,0060935553,One Matchless Time,Jay Parini,Biography & Autobiography,"William Faulkner was a literary genius, and one of America's most important and influential writers. Drawing on previously unavailable sources -- including letters, memoirs, and interviews with Faulkner's daughter and lovers -- Jay Parini has crafted a biography that delves into the mystery of this gifted and troubled writer. His Faulkner is an extremely talented, obsessive artist plagued by alcoholism and a bad marriage who somehow transcends his limitations. Parini weaves the tragedies and triumphs of Faulkner's life in with his novels, serving up a biography that's as engaging as it is insightful.",http://books.google.com/books/content?id=oXpAlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,528.0,william faulkner literary genius one america important influential writer drawing previously unavailable source including letter memoir interview faulkner daughter lover jay parini crafted biography delf mystery gifted troubled writer faulkner extremely talented obsessive artist plagued alcoholism bad marriage somehow transcends limitation parini weave tragedy triumph faulkner life novel serving biography thats engaging insightful
9780060936198,0060936193,The Girl in the Glass,Jeffrey Ford,Fiction,"The Great Depression has bound a nation in despair -- and only a privileged few have risen above it: the exorbitantly wealthy ... and the hucksters who feed upon them. Diego, a seventeen-year-old illegal Mexican immigrant, owes his salvation to master grifter Thomas Schell. Together with Schell's gruff and powerful partner, they sail comfortably through hard times, scamming New York's grieving rich with elaborate, ingeniously staged séances -- until an impossible occurrence changes everything. While ""communing with spirits,"" Schell sees an image of a young girl in a pane of glass, silently entreating the con man for help. Though well aware that his otherworldly ""powers"" are a sham, Schell inexplicably offers his services to help find the lost child -- drawing Diego along with him into a tangled maze of deadly secrets and terrible experimentation. At once a hypnotically compelling mystery and a stunningly evocative portrait of Depression-era New York, The Girl in the Glass is a masterly literary adventure from a writer of exemplary vision and skill.",http://books.google.com/books/content?id=mgYTlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,304.0,great depression bound nation despair privileged risen exorbitantly wealthy huckster feed upon diego seventeenyearold illegal mexican immigrant owes salvation master grifter thomas schell together schells gruff powerful partner sail comfortably hard time scamming new york grieving rich elaborate ingeniously staged sances impossible occurrence change everything communing spirit schell see image young girl pane glass silently entreating con man help though well aware otherworldly power sham schell inexplicably offer service help find lost child drawing diego along tangled maze deadly secret terrible experimentation hypnotically compelling mystery stunningly evocative portrait depressionera new york girl glass masterly literary adventure writer exemplary vision skill
9780060936648,0060936649,Wittgenstein's Poker,David Edmonds;John Eidinow,Philosophy,"On October 25, 1946, in a crowded room in Cambridge, England, the great twentieth-century philosophers Ludwig Wittgenstein and Karl Popper came face to face for the first and only time. The meeting -- which lasted ten minutes -- did not go well. Their loud and aggressive confrontation became the stuff of instant legend, but precisely what happened during that brief confrontation remained for decades the subject of intense disagreement. An engaging mix of philosophy, history, biography, and literary detection, Wittgenstein's Poker explores, through the Popper/Wittgenstein confrontation, the history of philosophy in the twentieth century. It evokes the tumult of fin-de-siécle Vienna, Wittgentein's and Popper's birthplace; the tragedy of the Nazi takeover of Austria; and postwar Cambridge University, with its eccentric set of philosophy dons, including Bertrand Russell. At the center of the story stand the two giants of philosophy themselves -- proud, irascible, larger than life -- and spoiling for a fight.",http://books.google.com/books/content?id=9Ahdyu6ygXEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,368.0,october crowded room cambridge england great twentiethcentury philosopher ludwig wittgenstein karl popper came face face first time meeting lasted ten minute go well loud aggressive confrontation became stuff instant legend precisely happened brief confrontation remained decade subject intense disagreement engaging mix philosophy history biography literary detection wittgenstein poker explores popperwittgenstein confrontation history philosophy twentieth century evokes tumult findesicle vienna wittgenteins popper birthplace tragedy nazi takeover austria postwar cambridge university eccentric set philosophy don including bertrand russell center story stand two giant philosophy proud irascible larger life spoiling fight
9780060938109,0060938102,The Schopenhauer Cure,Irvin Yalom,Fiction,"Suddenly confronted with his own mortality after a routine checkup, eminent psychotherapist Julius Hertzfeld is forced to reexamine his life and work -- and seeks out Philip Slate, a sex addict whom he failed to help some twenty years earlier. Yet Philip claims to be cured -- miraculously transformed by the pessimistic teachings of German philosopher Arthur Schopenhauer -- and is, himself, a philosophical counselor in training. Philips dour, misanthropic stance compels Julius to invite Philip to join his intensive therapy group in exchange for tutoring on Schopenhauer. But with mere months left, life may be far too short to help Philip or to compete with him for the hearts and minds of the group members. And then again, it might be just long enough.",http://books.google.com/books/content?id=aDG4lgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,358.0,suddenly confronted mortality routine checkup eminent psychotherapist julius hertzfeld forced reexamine life work seek philip slate sex addict failed help twenty year earlier yet philip claim cured miraculously transformed pessimistic teaching german philosopher arthur schopenhauer philosophical counselor training philip dour misanthropic stance compels julius invite philip join intensive therapy group exchange tutoring schopenhauer mere month left life may far short help philip compete heart mind group member might long enough
9780060954833,0060954833,African Nights,Kuki Gallmann,Biography & Autobiography,"Lyrical, beautifully written tales of life in Africa Africa evokes a deep sense of mystery. It is a place that retains what most of the world has lost: space, roots, traditions, awesome beauty, true wilderness, rare animals, and extraordinary people. In this wonderful and haunting collection of stories, Kuki Gallmann writes of her life in Africa, where every day brings challenge and adventure. African Nights is a treasury of memories, in which fascinating people and places are brought to life. The healing powers Africa can have on those who embrace the land as a place of mystery, superstition, danger, and beauty.",http://books.google.com/books/content?id=MRgktwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,336.0,lyrical beautifully written tale life africa africa evokes deep sense mystery place retains world lost space root tradition awesome beauty true wilderness rare animal extraordinary people wonderful haunting collection story kuki gallmann writes life africa every day brings challenge adventure african night treasury memory fascinating people place brought life healing power africa embrace land place mystery superstition danger beauty
9780060955427,0060955422,The Autobiography of Mark Twain,Charles Neider,Biography & Autobiography,"""Mark Twain's autobiography is a classic of American letters, to be ranked with the autobiographies of Benjamin Franklin and Henry Adams.... It has the marks of greatness in it--style, scope, imagination, laughter, tragedy.""--From the Introduction by Charles Neider Mark Twain was a figure larger than fife: massive in talent, eruptive in temperament, unpredictable in his actions. He crafted stories of heroism, adventure, tragedy, and comedy that reflected the changing America of the time, and he tells his own story--which includes sixteen pages of photos--with the same flair he brought to his fiction. Writing this autobiography on his deathbed, Twain vowed to he ""free and frank and unembarrassed"" in the recounting of his life and his experiences. Twain was more than a match for the expanding America of riverboats, gold rushes, and the vast westward movement, which provided the material for his novels and which served to inspire this beloved and uniquely American autobiography.",http://books.google.com/books/content?id=5GboyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,508.0,mark twain autobiography classic american letter ranked autobiography benjamin franklin henry adam mark greatness itstyle scope imagination laughter tragedyfrom introduction charles neider mark twain figure larger fife massive talent eruptive temperament unpredictable action crafted story heroism adventure tragedy comedy reflected changing america time tell storywhich includes sixteen page photoswith flair brought fiction writing autobiography deathbed twain vowed free frank unembarrassed recounting life experience twain match expanding america riverboats gold rush vast westward movement provided material novel served inspire beloved uniquely american autobiography
9780060956868,0060956860,Joy in the Morning,Betty Smith,Fiction,"The story of a young couple from Brooklyn who marry young, have little money, and face bitter parental opposition, but are determined to make something of their life together.",http://books.google.com/books/content?id=w2uMGXpNlzAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,296.0,story young couple brooklyn marry young little money face bitter parental opposition determined make something life together
9780060957353,0060957352,The Darling,Russell Banks,Fiction,"Set in Liberia and the United States from 1975 through 1991, The Darling is the story of Hannah Musgrave, a political radical and member of the Weather Underground. Hannah flees America for West Africa, where she and her Liberian husband become friends of the notorious warlord and ex-president, Charles Taylor. Hannah's encounter with Taylor ultimately triggers a series of events whose momentum catches Hannah's family in its grip and forces her to make a heartrending choice.",http://books.google.com/books/content?id=NlC2QKgJY4kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,400.0,set liberia united state darling story hannah musgrave political radical member weather underground hannah flees america west africa liberian husband become friend notorious warlord expresident charles taylor hannahs encounter taylor ultimately trigger series event whose momentum catch hannahs family grip force make heartrending choice
9780060957605,0060957603,The Making of a Philosopher,Colin McGinn,Philosophy,"Part memoir, part study, The Making of a Philosopher is the self–portrait of a deeply intelligent mind as it develops over a life on both sides of the Atlantic. The Making of a Philosopher follows Colin McGinn from his early years in England reading Descartes and Anselm, to his years in the states, first in Los Angeles, then New York. McGinn presents a contemporary academic take on the great philosophical figures of the twentieth century, including Bertrand Russell, Jean–Paul Sartre, and Noam Chomsky, alongside stories of the teachers who informed his ideas and often became friends and mentors, especially the colorful A.J. Ayer at Oxford. McGinn's prose is always elegant and probing; students of contemporary philosophy and the general reader alike will absorb every page.",http://books.google.com/books/content?id=oJ5dL5OmXHMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65,256.0,part memoir part study making philosopher selfportrait deeply intelligent mind develops life side atlantic making philosopher follows colin mcginn early year england reading descartes anselm year state first los angeles new york mcginn present contemporary academic take great philosophical figure twentieth century including bertrand russell jeanpaul sartre noam chomsky alongside story teacher informed idea often became friend mentor especially colorful aj ayer oxford mcginns prose always elegant probing student contemporary philosophy general reader alike absorb every page
9780060959036,0060959037,Prodigal Summer,Barbara Kingsolver,Fiction,"Barbara Kingsolver's fifth novel is a hymn to wildness that celebrates the prodigal spirit of human nature, and of nature itself. It weaves together three stories of human love within a larger tapestry of lives amid the mountains and farms of southern Appalachia. Over the course of one humid summer, this novel's intriguing protagonists face disparate predicaments but find connections to one another and to the flora and fauna with which they necessarily share a place.",http://books.google.com/books/content?id=06IwGgtV5HMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,444.0,barbara kingsolvers fifth novel hymn wildness celebrates prodigal spirit human nature nature weave together three story human love within larger tapestry life amid mountain farm southern appalachia course one humid summer novel intriguing protagonist face disparate predicament find connection one another flora fauna necessarily share place
9780060964047,0060964049,Tales of the City,Armistead Maupin,Fiction,"The eccentric, mysterious, naive, jaded, up-and-coming, down-and-out, adventuresome, and withdrawn boarders in Russian Hill share their dissimilar worlds and worries",http://books.google.com/books/content?id=yPXY8iMIekkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,371.0,eccentric mysterious naive jaded upandcoming downandout adventuresome withdrawn boarder russian hill share dissimilar world worry
9780060974367,0060974362,The Hidden Hand,Carroll John Daly,Fiction,"Private investigator Race Williams is approached by a larger detective agency to help hunt down a criminal gang leader, but he turns down the deal because he prefers to work solo. Somehow word leaks out that he's on the case, and an assassin is put on his tail.",https://placehold.co/150x200?text=No+Cover,3.43,272.0,private investigator race williams approached larger detective agency help hunt criminal gang leader turn deal prefers work solo somehow word leak he case assassin put tail
9780060974688,0060974680,Europe,Norman Davies,History,"Here is a masterpiece of historical narrative that stretches from the Ice Age to the Atomic Age, as it tells the story of Europe, East and West. Norman Davies captures it all-the rise and fall of Rome, the sweeping invasions of Alaric and Atilla, the Norman Conquests, the Papal struggles for power, the Renaissance and the Reformation, the French Revolution and the Napoleonic Wars, Europe's rise to become the powerhouse of the world, and its eclipse in our own century, following two devastating World Wars. This is the first major history of Europe to give equal weight to both East and West, and it shines light on fascinating minority communities, from heretics and lepers to Gypsies, Jews, and Muslims. It also takes an innovative approach, combining traditional narrative with unique features that help bring history alive: 299 time capsules scattered through the narrative capture telling aspects of an era. 12 -snapshots offer a panoramic look at all of Europe at a particular moment in history. Full coverage of Eastern Europe—100 maps and diagrams, 72 black-and-white plates.All told, Davies’'s Europe represents one of the most important and illuminating histories to be published in recent years.",http://books.google.com/books/content?id=4StZDvPCcJEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,1392.0,masterpiece historical narrative stretch ice age atomic age tell story europe east west norman davy capture allthe rise fall rome sweeping invasion alaric atilla norman conquest papal struggle power renaissance reformation french revolution napoleonic war europe rise become powerhouse world eclipse century following two devastating world war first major history europe give equal weight east west shine light fascinating minority community heretic leper gypsy jew muslim also take innovative approach combining traditional narrative unique feature help bring history alive time capsule scattered narrative capture telling aspect era snapshot offer panoramic look europe particular moment history full coverage eastern europe map diagram blackandwhite platesall told daviess europe represents one important illuminating history published recent year
9780060975005,0060975008,Gold Bug Variations,Richard Powers,Fiction,"A national bestseller, voted by Time as the #1 novel of 1991, selected as one of the ""Best Books of 1991"" by Publishers Weekly, and nominated for a National Book Critics Circle Award--a magnificent story that probes the meaning of love, science, music, and art, by the brilliant author of Three Farmers on Their Way to a Dance.",http://books.google.com/books/content?id=Zesncyxxr5YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,640.0,national bestseller voted time novel selected one best book publisher weekly nominated national book critic circle awarda magnificent story probe meaning love science music art brilliant author three farmer way dance
9780060975098,0060975091,Three Farmers on Their Way to a Dance,Richard Powers,Fiction,"In the spring of 1914, renowned photographer August Sander took a photograph of three young men on their way to a country dance. This haunting image, capturing the last moments of innocence on the brink of World War I, provides the central focus of Powers's brilliant and compelling novel. As the fate of the three farmers is chronicled, two contemporary stories unfold. The young narrator becomes obsessed with the photo, while Peter Mays, a computer writer in Boston, discovers he has a personal link with it. The three stories connect in a surprising way and provide the reader with a mystery that spans a century of brutality and progress.",http://books.google.com/books/content?id=U6zjwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,352.0,spring renowned photographer august sander took photograph three young men way country dance haunting image capturing last moment innocence brink world war provides central focus powerss brilliant compelling novel fate three farmer chronicled two contemporary story unfold young narrator becomes obsessed photo peter may computer writer boston discovers personal link three story connect surprising way provide reader mystery span century brutality progress
9780060975944,0060975946,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,Fiction,A portrait of America as seen through the eyes of its new arrivals follows the story of an intensely feminine Cuban-Irish family of fourteen daughters and its one doggedly masculine son,http://books.google.com/books/content?id=B2jEu6nRszUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,496.0,portrait america seen eye new arrival follows story intensely feminine cubanirish family fourteen daughter one doggedly masculine son
9780060976095,0060976098,Fiskadoro,Denis Johnson,Fiction,"Hailed by the New York Times as ""wildly ambitious"" and ""the sort of book that a young Herman Melville might have written had he lived today and studied such disparate works as the Bible, 'The Wasteland,' Fahrenheit 451, and Dog Soldiers, screened Star Wars and Apocalypse Now several times, dropped a lot of acid and listened to hours of Jimi Hendrix and the Rolling Stones,"" Fiskadoro is a stunning novel of an all-too-possible tomorrow. Deeply moving and provacative, Fiskadoro brilliantly presents the sweeping and heartbreaking tale of the survivors of a devastating nuclear war and their attempts to breaking tale of the survivors of a devastating nuclear war and their attempts to salvage remnants of the old world and rebuild their culture.",http://books.google.com/books/content?id=YSTe7qSIA0wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,221.0,hailed new york time wildly ambitious sort book young herman melville might written lived today studied disparate work bible wasteland fahrenheit dog soldier screened star war apocalypse several time dropped lot acid listened hour jimi hendrix rolling stone fiskadoro stunning novel alltoopossible tomorrow deeply moving provacative fiskadoro brilliantly present sweeping heartbreaking tale survivor devastating nuclear war attempt breaking tale survivor devastating nuclear war attempt salvage remnant old world rebuild culture
9780060976101,0060976101,The Stars at Noon,Denis Johnson,Fiction,"Set in Nicaragua in 1984, The Stars at Noon is a story of passion, fear, and betrayal told in the voice of an American woman whose mission in Central America is as shadowy as her surroundings. Is she a reporter for an American magazine as she sometimes claims, or a contact person for Eyes of Peace? And who is the rough English businessman with whom she becomes involved? As the two foreigners become entangled in increasingly sinister plots, Denis Johnson masterfully dramatizes a powerful vision of spiritual bereavement and corruption.",http://books.google.com/books/content?id=mAXpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,192.0,set nicaragua star noon story passion fear betrayal told voice american woman whose mission central america shadowy surroundings reporter american magazine sometimes claim contact person eye peace rough english businessman becomes involved two foreigner become entangled increasingly sinister plot denis johnson masterfully dramatizes powerful vision spiritual bereavement corruption
9780060976118,006097611X,Operation Wandering Soul,Richard Powers,Fiction,"Highly imaginative and emotionally powerful, this stunning novel about childhood innocence amid the nightmarish disease and deterioration at the heart of modern Los Angeles was nominated for a National Book Award.",http://books.google.com/books/content?id=nIGImQLvA9gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,352.0,highly imaginative emotionally powerful stunning novel childhood innocence amid nightmarish disease deterioration heart modern los angeles nominated national book award
9780060976729,0060976721,Reasons to Live,Amy Hempel,Fiction,"Hempel's now-classic collection of short fiction is peopled by complex characters who have discovered that their safety nets are not dependable and who must now learn to balance on the threads of wit, irony, and spirit.",http://books.google.com/books/content?id=WpSSQNyiHDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,129.0,hempels nowclassic collection short fiction peopled complex character discovered safety net dependable must learn balance thread wit irony spirit
9780060977085,0060977086,Prisoner's Dilemma,Richard Powers,Fiction,"Something is wrong with Eddie Hobson Sr., father of four, sometime history teacher, quiz master, black humorist and virtuoso invalid. His recurring fainting spells have worsened, and with his ingrained aversion to doctors, his worried family tries to discover the nature of his sickness. Meanwhile, in private, Eddie puts the finishing touches on a secret project he calls Hobbstown, a place that he promises will save him, the world and everything that's in it. A dazzling novel of compassion and imagination, Prisoner's Dilemma is a story of the power of invalid experience.",http://books.google.com/books/content?id=1YScHAvC1gMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,352.0,something wrong eddie hobson sr father four sometime history teacher quiz master black humorist virtuoso invalid recurring fainting spell worsened ingrained aversion doctor worried family try discover nature sickness meanwhile private eddie put finishing touch secret project call hobbstown place promise save world everything thats dazzling novel compassion imagination prisoner dilemma story power invalid experience
9780060977498,0060977493,The God of Small Things,Arundhati Roy,Fiction,"A debut novel of dark foreboding and family tragedy that won the prestigious Booker Prize traces the decline of one family in Southern India in the late sixties, which begins with an episode of forbidden love. Reprint. Tour.",http://books.google.com/books/content?id=2GESvfIWs4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,321.0,debut novel dark foreboding family tragedy prestigious booker prize trace decline one family southern india late sixty begin episode forbidden love reprint tour
9780060977665,0060977663,Courtesans and Fishcakes,James Davidson,History,This fascinating reappraisal by a rising young scholar takes readers inside a Classical Athens that--contrary to conventional history--savored its pleasures as much as anyone.,http://books.google.com/books/content?id=4rycPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,416.0,fascinating reappraisal rising young scholar take reader inside classical athens thatcontrary conventional historysavored pleasure much anyone
9780060987329,0060987324,Girlfriend in a Coma,Douglas Coupland,Fiction,"When Karen Ann MacNeil awakens after being in a coma for eighteen years, the world suddenly encounters disturbing, terrifying, and radical changes that alter reality, and Karen and her friends must try to stop the madness and restore order to the world. Reprint. 40,000 first printing.",http://books.google.com/books/content?id=9__w-OOjLuAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.61,288.0,karen ann macneil awakens coma eighteen year world suddenly encounter disturbing terrifying radical change alter reality karen friend must try stop madness restore order world reprint first printing
9780060987466,0060987464,The Long Hard Road Out of Hell,Marilyn Manson;Neil Strauss,Biography & Autobiography,"The best-selling autobiography of America’s most controversial celebrity icon, Marilyn Manson (with a bonus chapter not in the hardcover). In his twenty-nine years, rock idol Manson has experienced more than most people have (or would want to) in a lifetime. Now, in his shocking and candid memoir, he takes readers from backstage to gaol cells, from recording studios to emergency rooms, from the pit of despair to the top of the charts, and recounts his metamorphosis from a frightened Christian schoolboy into the most feared and revered music superstar in the country. Illustrated with dozens of exclusive photographs and featuring a behind-the-scenes account of his headline-grabbing Dead to the World tour.",http://books.google.com/books/content?id=Z05eRmEpdjIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,275.0,bestselling autobiography america controversial celebrity icon marilyn manson bonus chapter hardcover twentynine year rock idol manson experienced people would want lifetime shocking candid memoir take reader backstage gaol cell recording studio emergency room pit despair top chart recount metamorphosis frightened christian schoolboy feared revered music superstar country illustrated dozen exclusive photograph featuring behindthescenes account headlinegrabbing dead world tour
